Marital_status,Application_mode,Application_order,Course,Daytime/evening_attendance,Previous_qualification,Previous_qualification_(grade),Nacionality,Mother's_qualification,Father's_qualification,Mother's_occupation,Father's_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Had_Semester_Failure
1,1,1,9147,1,1,-0.20394704729191318,1,38,37,9,9,-0.15023354710142717,1,0,0,1,1,0,-0.16073750925755798,0,-0.30093144104421077,-0.5088579941219874,0.18328366627915593,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,-0.7736414641957894,-1.1405175075791347,0.34190180561961775,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015,1
1,1,1,9853,1,1,-0.27992988781007605,1,38,37,6,6,0.7637250619786984,0,0,0,1,0,0,-0.5649417100599008,0,-0.30093144104421077,-0.09789303720785829,-0.05739941162879715,0.43261925187811495,0.2834846422808396,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,0.5013502196027108,-0.1380442583062086,0.24640961804464998,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015,0
2,39,1,9991,0,1,0.5558813578897157,1,37,37,9,9,-0.48008327067921674,0,0,0,0,0,0,1.9950182283549371,0,-0.30093144104421077,-0.5088579941219874,-0.5387655674447033,0.10554394053510098,-0.003323500870789454,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,0.24635188284301077,-0.8063597578214927,0.15091743046968215,-0.1944278599347866,0.418795582653498,1.7953650141362323,-0.7590822079934056,0
1,17,2,9670,1,1,-0.27992988781007605,1,19,19,5,4,0.16587243799395526,0,0,0,1,0,1,-0.5649417100599008,0,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.10554394053510098,0.11959427476562288,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,0.5013502196027108,0.19611349145143347,0.5567592276632953,-0.1944278599347866,-0.2955866638064307,0.13038083877481565,0.7667299684141978,0
1,1,3,9085,1,1,0.40391567685338997,1,1,1,4,8,0.11776935330552642,1,0,0,1,0,0,-0.6996764436606817,0,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.43261925187811495,0.8297858673315613,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,1.0113468931221108,0.5302712412090755,0.6920398267278332,-0.1944278599347866,-1.00996891026636,0.13038083877481565,1.5518135591820637,0
1,7,1,9119,1,4,3.5951949786162314,1,4,3,2,7,3.643038274043155,0,0,1,1,1,0,0.9171403595486896,0,-0.30093144104421077,-0.5088579941219874,-0.5387655674447033,-0.22153137080791296,0.7956420407658913,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,0.5013502196027108,-0.47220200806385065,1.1440361812493471,-0.1944278599347866,0.8699843698913484,-1.1002596386662313,0.3453574196969818,0
1,1,1,9773,1,1,1.9995553277348108,1,34,26,0,6,2.275536295043568,1,0,0,1,0,0,-0.6996764436606817,0,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,0.43261925187811495,0.9322173470285716,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.2636447906763893,0.5302712412090755,0.8875714489051482,-0.1944278599347866,-1.4987567631073644,0.9990682346155548,0.13688889559478015,0
1,1,1,9238,1,1,0.1759671552989013,1,1,38,4,6,-0.3357740166139341,0,1,1,0,1,0,-0.5649417100599008,0,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,-0.22153137080791296,0.18105316258382922,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.19611349145143347,0.15091743046968215,-0.1944278599347866,-1.00996891026636,0.13038083877481565,1.5518135591820637,0
1,39,1,9003,1,1,0.031599758314391366,1,37,37,3,8,0.2071036534411786,0,0,1,1,0,1,0.9171403595486896,0,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,-1.4746752573367767,-1.9499106961796095,-0.1944278599347866,-0.1827894669969686,-0.448744091785677,0.8909239827729564,1
2,39,1,9991,0,1,0.5558813578897157,1,37,37,9,10,0.2071036534411786,0,0,0,1,0,0,1.4560792939518135,0,-0.30093144104421077,-0.5088579941219874,-0.7794486453526563,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-0.5562906658171777,-0.7736414641957894,-1.4746752573367767,-1.9499106961796095,-0.1944278599347866,-0.8219735822505891,-1.4622127202665394,-1.3889232808128236,1
1,17,1,9254,1,1,-1.2677068145461936,1,38,37,9,6,-1.1878858025232237,1,0,0,1,0,0,-0.16073750925755798,0,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.10554394053510098,0.6932105610688809,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.5302712412090755,1.0421778478360482,-0.1944278599347866,-0.1827894669969686,-0.448744091785677,0.8909239827729564,0
1,1,4,9670,1,1,-0.5838612498827276,1,4,19,2,5,-0.6175206555032958,1,0,0,1,0,0,-0.5649417100599008,0,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.43261925187811495,0.781008972237747,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.008646453916689271,0.5302712412090755,0.9148549310694246,2.4318324313217397,1.7347628787638938,-0.6659159407458617,-0.4131131679940072,0
1,17,1,9238,1,1,-0.9637754524735421,1,19,37,9,9,-0.9611141175634934,1,0,0,1,0,1,-0.43020697645911987,0,-0.30093144104421077,-0.09789303720785829,-0.2980824895367502,0.43261925187811495,0.22495236816826208,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.008646453916689271,0.5302712412090755,0.46126704008832753,-0.1944278599347866,0.8699843698913484,-1.1002596386662313,0.3453574196969818,0
1,43,1,9500,1,1,-0.35591272832823895,1,1,19,9,8,-1.8544571189200074,1,0,0,1,0,0,-0.43020697645911987,0,-0.30093144104421077,0.3130719197062708,-0.05739941162879715,0.7596945632211289,0.5088338976142622,-0.20092626247782916,-0.2814159524200295,0.8307779107401208,-0.008646453916689271,1.1985867407243596,0.8790453607288117,-0.1944278599347866,0.8699843698913484,-1.1002596386662313,0.3453574196969818,0
1,1,1,9238,1,1,-0.9637754524735421,1,3,3,3,3,-1.057320286940349,0,0,0,1,0,0,-0.43020697645911987,0,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,0.43261925187811495,0.7956420407658913,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.5302712412090755,0.4692247223862414,-0.1944278599347866,0.3059983858440359,-0.5211347081057386,0.7889074709782619,0
1,1,1,9254,1,1,-0.27992988781007605,1,19,1,3,7,-0.4113645782671772,0,0,0,1,0,1,-0.16073750925755798,0,-0.30093144104421077,-0.09789303720785829,0.18328366627915593,0.43261925187811495,0.4542037751091903,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,-0.1380442583062086,0.5806322745570373,-0.1944278599347866,1.7347628787638938,-0.6659159407458617,-0.4131131679940072,0
1,1,1,171,1,1,0.1759671552989013,1,19,4,9,2,1.1554216087273248,1,0,1,1,0,0,-0.5649417100599008,0,-0.30093144104421077,-2.563682778692633,-1.9828640348924218,-1.529832616179969,-2.1748708704474087,-0.20092626247782916,-0.2814159524200295,-2.8680716267460085,-2.0486331479942894,-1.4746752573367767,-1.9499106961796095,-0.1944278599347866,0.418795582653498,1.7953650141362323,-0.7590822079934056,1
1,1,1,9670,1,1,0.02400147426257551,1,38,38,9,9,0.07653813785830309,1,0,0,1,1,1,-0.6996764436606817,0,-0.30093144104421077,-0.09789303720785829,-0.5387655674447033,0.43261925187811495,0.48834760167486024,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,-0.5186431274360893,0.5302712412090755,0.5328861807695534,-0.1944278599347866,0.8699843698913484,-1.1002596386662313,0.3453574196969818,0
1,39,1,9085,1,1,0.5558813578897157,1,3,3,4,2,1.0111123546620404,1,0,0,1,0,0,0.5129361587463468,0,-0.30093144104421077,-0.09789303720785829,1.1460159779109682,-0.5486066821509269,-0.02380979681019145,-0.20092626247782916,-0.2814159524200295,-0.09393447363141155,2.796335250440011,-1.1405175075791347,0.34190180561961775,-0.1944278599347866,0.3059983858440359,-0.5211347081057386,0.7889074709782619,0
